1,1,790.1,603.4,-673.3,-251.0,0.9599999785423279,-1,-1,-1
1,2,1426.5,649.6,-1376.7,-501.1,0.949999988079071,-1,-1,-1
1,3,594.1,601.4,-450.8,-225.7,0.9399999976158142,-1,-1,-1
1,4,1471.6,652.8,-1426.0,-499.9,0.9399999976158142,-1,-1,-1
1,5,1806.9,563.3,-1580.7,-62.7,0.9399999976158142,-1,-1,-1
1,6,1484.0,591.8,-1432.6,-443.5,0.9399999976158142,-1,-1,-1
1,7,1262.4,585.9,-1206.3,-431.4,0.9300000071525574,-1,-1,-1
1,8,857.8,619.1,-770.4,-367.8,0.9300000071525574,-1,-1,-1
1,9,646.3,619.5,-534.6,-307.6,0.9100000262260437,-1,-1,-1
1,10,741.2,628.5,-696.4,-503.7,0.9100000262260437,-1,-1,-1
1,11,1914.6,581.6,-1677.7,-138.3,0.9100000262260437,-1,-1,-1
1,12,1694.0,604.3,-1644.8,-469.4,0.9100000262260437,-1,-1,-1
1,13,1370.2,585.7,-1314.9,-424.5,0.8899999856948853,-1,-1,-1
1,14,568.8,618.1,-519.3,-504.7,0.8899999856948853,-1,-1,-1
1,15,804.0,580.4,-780.9,-526.2,0.8700000047683716,-1,-1,-1
1,16,782.9,581.7,-757.0,-524.6,0.8700000047683716,-1,-1,-1
1,17,900.1,607.2,-862.0,-494.5,0.8700000047683716,-1,-1,-1
1,18,784.2,617.1,-733.1,-437.4,0.8399999737739563,-1,-1,-1
306,6516,-129.5,550.8,417.1,61.6,0.8700000047683716,-1,-1,-1
307,6516,-118.5,545.6,399.4,73.5,0.8700000047683716,-1,-1,-1
308,6516,-110.1,540.5,385.0,82.2,0.8899999856948853,-1,-1,-1
309,6516,-96.9,539.3,358.7,81.6,0.8899999856948853,-1,-1,-1
310,6516,-78.6,540.0,325.1,89.2,0.8700000047683716,-1,-1,-1
311,6516,-47.5,538.3,268.5,83.0,0.8799999952316284,-1,-1,-1
312,6516,-31.6,537.2,246.2,90.7,0.8799999952316284,-1,-1,-1
313,6516,-8.5,538.2,219.6,84.8,0.8999999761581421,-1,-1,-1
314,6516,1.9,539.7,224.6,80.9,0.9100000262260437,-1,-1,-1
315,6516,15.0,540.6,239.7,75.5,0.9300000071525574,-1,-1,-1
316,6516,21.8,542.7,268.8,70.8,0.9200000166893005,-1,-1,-1
317,6516,24.9,543.5,298.2,66.9,0.8999999761581421,-1,-1,-1
318,6516,34.1,544.6,306.5,64.7,0.8999999761581421,-1,-1,-1
319,6516,37.1,546.9,319.5,61.5,0.9100000262260437,-1,-1,-1
320,6516,40.4,548.0,326.0,57.8,0.9100000262260437,-1,-1,-1
321,6516,41.8,550.0,328.7,52.0,0.9200000166893005,-1,-1,-1
322,6516,44.7,549.0,330.0,50.9,0.9300000071525574,-1,-1,-1
323,6516,46.6,552.3,331.6,41.9,0.9300000071525574,-1,-1,-1
324,6516,55.7,552.3,315.3,40.1,0.9300000071525574,-1,-1,-1
325,6516,85.7,553.0,256.2,32.7,0.9100000262260437,-1,-1,-1
326,6516,98.8,548.6,231.7,36.9,0.9300000071525574,-1,-1,-1
327,6516,125.6,543.3,182.0,41.2,0.9300000071525574,-1,-1,-1
328,6516,153.4,543.4,127.3,31.8,0.9300000071525574,-1,-1,-1
329,6516,178.1,542.5,81.6,29.0,0.9399999976158142,-1,-1,-1
330,6516,209.2,542.0,20.5,29.0,0.9399999976158142,-1,-1,-1
461,9556,406.4,512.4,105.9,786.3,0.8399999737739563,-1,-1,-1
462,9556,384.3,514.9,118.3,797.1,0.8600000143051147,-1,-1,-1
463,9556,333.2,502.5,182.1,821.6,0.8600000143051147,-1,-1,-1
464,9556,281.9,498.5,257.6,859.7,0.8600000143051147,-1,-1,-1
465,9556,242.7,503.6,297.6,828.5,0.8399999737739563,-1,-1,-1
466,9556,197.2,503.1,356.0,833.0,0.8500000238418579,-1,-1,-1
467,9556,159.2,504.7,399.4,846.7,0.8700000047683716,-1,-1,-1
468,9556,129.9,517.4,426.5,826.3,0.8700000047683716,-1,-1,-1
469,9556,92.5,523.8,457.4,799.9,0.8600000143051147,-1,-1,-1
470,9556,55.6,536.0,500.6,784.7,0.8700000047683716,-1,-1,-1
471,9556,8.5,544.5,557.2,774.5,0.8700000047683716,-1,-1,-1
472,9556,-19.8,549.7,581.7,798.8,0.8799999952316284,-1,-1,-1
473,9556,-67.0,550.6,638.9,779.1,0.8700000047683716,-1,-1,-1
474,9556,-87.5,548.7,644.6,765.3,0.8700000047683716,-1,-1,-1
475,9556,-99.4,550.1,638.6,750.0,0.8700000047683716,-1,-1,-1
476,9556,-118.8,542.0,655.1,771.8,0.8700000047683716,-1,-1,-1
477,9556,-123.1,527.3,639.2,757.1,0.8700000047683716,-1,-1,-1
478,9556,-148.4,524.3,665.9,759.9,0.8600000143051147,-1,-1,-1
479,9556,-183.6,516.1,711.8,778.3,0.8600000143051147,-1,-1,-1
480,9556,-210.4,519.7,739.7,783.6,0.8500000238418579,-1,-1,-1
